Name,Team,billikenTeam,contract,salary,point_value,repl,par,PA,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,ev,surplus
Brock Burke,CIN,NA,NA,NA,0.9,1.6,-0.7000000000000001,NA,NA,NA,NA,NA,NA,62,4,1,58,4.17,1.29,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Ryne Stanek,STL,NA,NA,NA,0.9,1.6,-0.7000000000000001,NA,NA,NA,NA,NA,NA,60,4,2,61,4.07,1.37,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
PJ Poulin,WSN,NA,NA,NA,0.9,1.6,-0.7000000000000001,NA,NA,NA,NA,NA,NA,61,4,2,59,4.08,1.35,0,0,0,0,0,0,0,0,3,NA
Mauricio Dubon,ATL,NA,NA,NA,2.5,3.3,-0.7999999999999998,336,5,37,33,3,0.258,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2.7,NA
Griffin Conine,MIA,Melonheads,2,1,2.5,3.3,-0.7999999999999998,385,13,42,45,1,0.222,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,2.7,1.7
Heriberto Hernandez,MIA,Hoosiers,2,1,2.5,3.3,-0.7999999999999998,350,12,40,42,3,0.223,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,2.7,1.7
Drew Millas,WSN,NA,NA,NA,1.1,1.9,-0.7999999999999998,141,2,15,14,3,0.248,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2.7,NA
Brad Lord,WSN,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,147,8,0,111,4.46,1.36,0,0,0,0,0,0,0,0,2.7,NA
Hurston Waldrep,ATL,Free Birds,2,1,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,123,8,0,109,4.29,1.41,0,0,0,0,0,0,0,0,2.7,1.7
Jordan Wicks,CHC,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,44,3,0,40,3.86,1.27,0,0,0,0,0,0,0,0,2.7,NA
Brad Keller,PHI,Big Red Machine,2,1,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,68,4,2,61,4.19,1.35,0,0,0,0,0,0,0,0,2.7,1.7
Brad Keller,PHI,Big Red Machine,2,1,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,68,4,2,61,4.19,1.35,0,0,0,0,0,0,0,0,2.7,1.7
Hoby Milner,CHC,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,60,3,0,50,3.91,1.29,0,0,0,0,0,0,0,0,2.7,NA
Isaac Mattson,PIT,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,64,4,2,60,4.26,1.38,0,0,0,0,0,0,0,0,2.7,NA
Brock Stewart,LAD,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,38,2,0,44,3.81,1.24,0,0,0,0,0,0,0,0,2.7,NA
David Morgan,SDP,NA,NA,NA,0.8,1.6,-0.8,NA,NA,NA,NA,NA,NA,62,3,0,63,4.04,1.3,0,0,0,0,0,0,0,0,2.7,NA
Tyler Austin,CHC,NA,NA,NA,2.4,3.3,-0.8999999999999999,252,10,31,35,1,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA
Otto Kemp,PHI,NA,NA,NA,2.4,3.3,-0.8999999999999999,273,8,33,35,5,0.234,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,2.4,NA
Bryce Elder,ATL,Hoosiers,2,1,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,110,6,0,92,4.42,1.35,0,0,0,0,0,0,0,0,2.4,1.4
Brandon Sproat,MIL,Free Birds,2,1,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,69,4,0,59,4.19,1.33,0,0,0,0,0,0,0,0,2.4,1.4
Richard Fitts,STL,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,104,5,0,79,4.38,1.32,0,0,0,0,0,0,0,0,2.4,NA
Colin Rea,CHC,Free At Last,2,1,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,82,4,0,65,4.37,1.29,0,0,0,0,0,0,0,0,2.4,1.4
Pierce Johnson,CIN,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,61,3,1,67,4.25,1.34,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA
Justin Lawrence,PIT,Free At Last,Opt,4,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,58,3,1,59,3.95,1.38,0,0,0,0,0,0,0,0,2.4,-1.6
Tobias Myers,NYM,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,59,3,0,49,4.19,1.29,0,0,0,0,0,0,0,0,2.4,NA
Wandy Peralta,SDP,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,59,3,0,52,3.84,1.34,0,0,0,0,0,0,0,0,2.4,NA
Jason Foley,SFG,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,34,2,0,29,3.43,1.23,0,0,0,0,0,0,0,0,2.4,NA
Evan Phillips,LAD,Free Birds,2,1,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,28,2,0,30,3.45,1.16,0,0,0,0,0,0,0,0,2.4,1.4
Joel Payamps,ATL,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,53,3,0,48,4.07,1.29,0,0,0,0,0,0,0,0,2.4,NA
Jack Dreyer,LAD,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,52,3,0,52,4.13,1.28,0,0,0,0,0,0,0,0,2.4,NA
Grant Anderson,MIL,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,56,3,0,57,4.12,1.3,0,0,0,0,0,0,0,0,2.4,NA
Porter Hodge,CHC,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,50,3,0,56,4.02,1.35,0,0,0,0,0,0,0,0,2.4,NA
Josh White,MIA,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,47,3,0,47,3.96,1.3,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA
Dylan Dodd,ATL,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,46,3,0,39,4,1.27,0,0,0,0,0,0,0,0,2.4,NA
Joel Peguero,SFG,NA,NA,NA,0.7,1.6,-0.9000000000000001,NA,NA,NA,NA,NA,NA,64,3,6,50,4.4,1.43,0,0,0,0,0,0,0,0,2.4,NA
Jose Tena,WSN,NA,NA,NA,2.3,3.3,-1,266,5,28,27,8,0.253,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,2.1,NA
Carlos Santana,ARI,Melonheads,2,9,2.3,3.3,-1,357,10,38,40,3,0.224,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,2.1,-6.9
Andre Pallante,STL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,143,8,0,100,4.25,1.42,0,0,0,0,0,0,0,0,2.1,NA
Hunter Barco,PIT,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,89,4,0,81,4.18,1.38,0,0,0,0,0,0,0,0,2.1,NA
Jonah Tong,NYM,Free At Last,2,1,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,26,2,0,30,3.71,1.26,0,0,0,0,0,0,0,0,2.1,1.1
Justin Wrobleski,LAD,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,53,3,0,49,4.24,1.29,0,0,0,0,0,0,0,0,2.1,NA
Luis Garcia,NYM,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,59,3,0,53,3.91,1.36,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
Caleb Ferguson,CIN,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,58,3,0,55,4.21,1.32,0,0,0,0,0,0,0,0,2.1,NA
Coleman Crow,MIL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,33,2,0,31,3.91,1.24,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
Christian Scott,NYM,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,38,2,0,36,4.06,1.21,0,0,0,0,0,0,0,0,2.1,NA
Jonathan Bowlan,PHI,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,56,3,0,53,4.15,1.3,0,0,0,0,0,0,0,0,2.1,NA
Huascar Brazoban,NYM,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,56,3,0,53,4.08,1.37,0,0,0,0,0,0,0,0,2.1,NA
Justin Martinez,ARI,Erie Lakers,2,10,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,22,2,0,28,3.21,1.3,0,0,0,0,0,0,0,0,2.1,-7.9
Ian Hamilton,ATL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,50,2,0,52,3.73,1.34,0,0,0,0,0,0,0,0,2.1,NA
Rob Zastryzny,MIL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,50,3,0,46,4.1,1.31,0,0,0,0,0,0,0,0,2.1,NA
Javier Assad,CHC,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,61,3,0,51,4.06,1.33,0,0,0,0,0,0,0,0,2.1,NA
Austin Warren,NYM,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,50,4,0,45,4.28,1.32,0,0,0,0,0,0,0,0,2.1,NA
Yohan Ramirez,PIT,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,56,3,0,57,4.18,1.34,0,0,0,0,0,0,0,0,2.1,NA
Jonathan Loaisiga,ARI,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,35,2,0,30,3.61,1.29,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
Ryan Fernandez,STL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,44,3,0,45,4.01,1.34,0,0,0,0,0,0,0,0,2.1,NA
Ryan Fernandez,STL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,44,3,0,45,4.01,1.34,0,0,0,1,0,0,1,0,2.1,NA
Tyler Phillips,MIA,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,68,3,3,50,4.23,1.37,0,0,0,0,0,0,0,0,2.1,NA
DL Hall,MIL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,52,3,0,52,4.02,1.35,0,0,0,0,0,0,0,0,2.1,NA
Jacob Webb,CHC,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,54,3,0,51,4.27,1.29,0,0,0,0,0,0,0,0,2.1,NA
Craig Yoho,MIL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,42,3,0,44,4,1.32,0,0,0,0,0,0,0,0,2.1,NA
Adbert Alzolay,NYM,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,44,2,0,41,4.08,1.25,0,0,0,0,0,0,0,0,2.1,NA
Justin Bruihl,STL,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,54,3,0,47,4.07,1.35,0,0,0,0,0,0,0,0,2.1,NA
Kade Strowd,ARI,NA,NA,NA,0.6,1.6,-1,NA,NA,NA,NA,NA,NA,60,3,3,55,4.21,1.41,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
Edmundo Sosa,PHI,Big Red Machine,2,1,2.2,3.3,-1.0999999999999996,245,7,28,30,3,0.253,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1.8,0.8
Sung-Mun Song,SDP,NA,NA,NA,2.2,3.3,-1.0999999999999996,266,6,29,27,6,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
David Hamilton,MIL,NA,NA,NA,2.2,3.3,-1.0999999999999996,189,5,24,19,16,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
Dane Myers,CIN,NA,NA,NA,2.2,3.3,-1.0999999999999996,231,6,25,27,8,0.245,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1.8,NA
Jhostynxon Garcia,PIT,NA,NA,NA,2.2,3.3,-1.0999999999999996,315,9,36,33,3,0.231,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1.8,NA
Jimmy Herget,COL,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,77,3,2,70,4.58,1.34,0,0,0,0,0,0,0,0,1.8,NA
Juan Mejia,COL,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,66,3,3,68,4.57,1.41,0,0,0,0,0,0,0,0,1.8,NA
Keaton Winn,SFG,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,36,2,0,33,3.93,1.28,0,0,0,0,0,0,0,0,1.8,NA
Matt Gage,SFG,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,56,2,0,47,3.88,1.35,0,0,0,0,0,0,0,0,1.8,NA
Yuki Matsui,SDP,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,53,2,0,54,4.11,1.35,0,0,0,0,0,0,0,0,1.8,NA
Gordon Graceffo,STL,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,58,3,0,46,4.22,1.32,0,0,0,0,0,0,0,0,1.8,NA
Bradgley Rodriguez,SDP,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,50,3,0,46,4.15,1.37,0,0,0,0,0,0,0,0,1.8,NA
Bryan Hudson,NYM,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,52,2,0,50,4,1.33,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
Richard Lovelady,WSN,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,52,2,0,47,4.11,1.31,0,0,0,0,0,0,0,0,1.8,NA
Hayden Harris,ATL,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,42,2,0,46,4.05,1.31,0,0,0,0,0,0,0,0,1.8,NA
Tristan Beck,SFG,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,40,2,0,34,4.07,1.29,0,0,0,0,0,0,0,0,1.8,NA
Lake Bachar,MIA,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,48,3,0,48,4.23,1.34,0,0,0,0,0,0,0,0,1.8,NA
Andrew Hoffmann,ARI,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,40,3,0,35,4.12,1.37,0,0,0,0,0,0,0,0,1.8,NA
Matt Pushard,STL,NA,NA,NA,0.5,1.6,-1.1,NA,NA,NA,NA,NA,NA,52,3,0,45,4.22,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
Graham Pauley,MIA,NA,NA,NA,2.1,3.3,-1.1999999999999997,301,8,34,33,4,0.229,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1.5,NA
Andres Chaparro,WSN,NA,NA,NA,2.1,3.3,-1.1999999999999997,259,9,28,32,1,0.239,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1.5,NA
Tyrone Taylor,NYM,NA,NA,NA,2.1,3.3,-1.1999999999999997,280,6,32,28,7,0.232,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1.5,NA
Hunter Dobbins,STL,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,96,5,0,68,4.46,1.36,0,0,0,0,0,0,0,0,1.5,NA
Trevor McDonald,SFG,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,62,3,0,48,4.22,1.35,0,0,0,0,0,0,0,0,1.5,NA
Kyle Hurt,LAD,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,42,3,0,44,4.37,1.38,0,0,0,0,0,0,0,0,1.5,NA
Kyle Hurt,LAD,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,42,3,0,44,4.37,1.38,0,0,0,0,0,0,0,0,1.5,NA
Kyle Hart,SDP,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,57,3,0,49,4.47,1.35,0,0,0,0,0,0,0,0,1.5,NA
Kyle Hart,SDP,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,57,3,0,49,4.47,1.35,0,0,0,0,0,0,0,0,1.5,NA
Joey Wentz,ATL,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,52,3,0,51,4.41,1.39,0,0,0,0,0,0,0,0,1.5,NA
DJ Herz,WSN,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,28,2,0,30,4.07,1.35,0,0,0,0,0,0,0,0,1.5,NA
Jonathan Pintaro,NYM,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,32,2,0,30,3.96,1.33,0,0,0,0,0,0,0,0,1.5,NA
Evan Sisk,PIT,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,52,2,0,49,3.92,1.37,0,0,0,0,0,0,0,0,1.5,NA
Jaden Hill,COL,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,52,3,0,51,4.52,1.37,0,0,0,0,0,0,0,0,1.5,NA
John King,MIA,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,52,3,0,33,3.91,1.39,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
Justin Hagenman,NYM,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,27,1,0,24,4.11,1.2,0,0,0,0,0,0,0,0,1.5,NA
Ethan Roberts,CHC,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,42,2,0,42,4.29,1.34,0,0,0,0,0,0,0,0,1.5,NA
Taylor Clarke,ARI,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,56,2,0,45,4.2,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
Nick Raquet,STL,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,38,3,0,30,4.17,1.35,0,0,0,0,0,0,0,0,1.5,NA
Garrett Hawkins,SDP,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,28,2,0,29,4.2,1.33,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
Reiver Sanmartin,SFG,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,44,3,0,32,4.04,1.38,0,0,0,0,0,0,0,0,1.5,NA
Spencer Bivens,SFG,NA,NA,NA,0.4,1.6,-1.2000000000000002,NA,NA,NA,NA,NA,NA,70,3,1,52,4.23,1.36,0,0,0,0,0,0,0,0,1.5,NA
Jose Fermin,STL,NA,NA,NA,2,3.3,-1.2999999999999998,245,4,29,25,8,0.242,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1.2,NA
Matt Shaw,CHC,Free Birds,2,12,2,3.3,-1.2999999999999998,196,6,25,23,7,0.244,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1.2,-10.8
Will Benson,CIN,Louisville Sluggers,2,1,2,3.3,-1.2999999999999998,217,8,27,26,5,0.225,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1.2,0.2
Rafael Marchan,PHI,NA,NA,NA,0.6,1.9,-1.2999999999999998,128,2,13,13,0,0.231,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1.2,NA
Jimmy Crooks,STL,NA,NA,NA,0.6,1.9,-1.2999999999999998,96,2,10,10,0,0.238,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1.2,NA
Daniel Susac,SFG,NA,NA,NA,0.6,1.9,-1.2999999999999998,77,2,7,9,1,0.235,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1.2,NA
Miles Mikolas,WSN,Free At Last,2,1,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,141,7,0,93,4.77,1.34,0,0,0,0,0,0,0,0,1.2,0.2
Chris Paddack,MIA,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,133,6,0,102,4.82,1.32,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Andrew Alvarez,WSN,Erie Lakers,2,1,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,104,5,0,76,4.34,1.42,0,0,0,0,0,0,0,0,1.2,0.2
Rhett Lowder,CIN,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,82,4,0,65,4.58,1.34,0,0,0,0,0,0,0,0,1.2,NA
Mitchell Parker,WSN,Free At Last,2,2,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,75,4,0,57,4.53,1.37,0,0,0,0,0,0,0,0,1.2,-0.8
Hayden Birdsong,SFG,Westside Marauders,2,1,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,58,3,0,58,4.41,1.39,0,0,0,0,0,0,0,0,1.2,0.2
Gavin Stone,LAD,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,33,2,0,30,4.39,1.31,0,0,0,0,0,0,0,0,1.2,NA
Ryan Gusto,MIA,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,55,3,0,47,4.42,1.35,0,0,0,0,0,0,0,0,1.2,NA
Cristian Mena,ARI,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,27,1,0,26,3.87,1.3,0,0,0,0,0,0,0,0,1.2,NA
Luis Perales,WSN,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,38,2,0,37,4.35,1.39,0,0,0,0,0,0,0,0,1.2,NA
Luis Perales,WSN,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,38,2,0,37,4.35,1.39,0,0,0,0,0,0,0,0,1.2,NA
Kohl Drake,ARI,Westside Marauders,2,1,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,25,2,0,22,4.21,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.2
Adam Mazur,MIA,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,35,2,0,27,4.34,1.32,0,0,0,0,0,0,0,0,1.2,NA
Carlos Rodriguez,MIL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,49,2,0,45,4.42,1.33,0,0,0,0,0,0,0,0,1.2,NA
Luke Little,CHC,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,20,1,0,23,3.65,1.33,0,0,0,0,0,0,0,0,1.2,NA
Tim Mayza,PHI,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,31,2,0,26,4.05,1.36,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Gregory Santos,SFG,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,24,1,0,23,3.64,1.38,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Joe Jimenez,ATL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,18,1,0,20,4,1.25,0,0,0,0,0,0,0,0,1.2,NA
JT Brubaker,SFG,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,53,2,0,45,4.21,1.37,0,0,0,0,0,0,0,0,1.2,NA
Dylan Ross,NYM,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,36,1,0,38,3.96,1.35,0,0,0,0,0,0,0,0,1.2,NA
Paxton Schultz,WSN,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,46,2,0,41,4.37,1.37,0,0,0,0,0,0,0,0,1.2,NA
Jose Suarez,ATL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,24,1,0,23,3.94,1.29,0,0,0,0,0,0,0,0,1.2,NA
Ben Casparius,LAD,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,54,3,0,51,4.62,1.34,0,0,0,0,0,0,0,0,1.2,NA
Sammy Peralta,MIL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,14,1,0,12,4.07,1.27,0,0,0,0,0,0,0,0,1.2,NA
Edgardo Henriquez,LAD,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,44,2,0,46,4.41,1.37,0,0,0,0,0,0,0,0,1.2,NA
Kyle Nicolas,PIT,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,42,2,0,41,4.11,1.4,0,0,0,0,0,0,0,0,1.2,NA
Derek Law,ARI,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,26,2,0,22,4.13,1.36,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Easton McGee,MIL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,30,1,0,24,4.12,1.28,0,0,0,0,0,0,0,0,1.2,NA
Shane Drohan,MIL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,34,2,0,32,4.2,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Hunter Stratton,ATL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,30,2,0,28,4.25,1.33,0,0,0,0,0,0,0,0,1.2,NA
Ron Marinaccio,SDP,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,46,2,0,45,4.26,1.34,0,0,0,0,0,0,0,0,1.2,NA
Craig Kimbrel,NYM,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,32,2,0,37,4.16,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA
Jackson Rutledge,WSN,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,57,3,1,49,4.6,1.39,0,0,0,0,0,0,0,0,1.2,NA
Ty Adcock,SDP,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,39,2,0,36,4.29,1.35,0,0,0,0,0,0,0,0,1.2,NA
Brandyn Garcia,ARI,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,52,3,0,45,4.17,1.41,0,0,0,0,0,0,0,0,1.2,NA
George Soriano,STL,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,50,2,0,47,4.39,1.35,0,0,0,0,0,0,0,0,1.2,NA
Cade Gibson,MIA,NA,NA,NA,0.3,1.6,-1.3,NA,NA,NA,NA,NA,NA,60,3,0,47,4.26,1.4,0,0,0,0,0,0,0,0,1.2,NA
